id,group,scope,name,qty,spare,unit,pack,refs,spec,basis,gate,pid,price,url,source,notes,onhand,included
H09,케이블·접속,기본,배터리 메인 양극 케이블,,0,m,1,,전류·길이·온도·퓨즈 협조로 AWG/SQ 결정,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,BT1→F0→S0→X24. 길이 미정; AWG12 등 고정값을 구매 승인하지 않음.,0,0
H10,케이블·접속,기본,배터리·구동 음극 케이블,,0,m,1,,양극과 동등 귀환 조건; 검정,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,BT1→X0 및 분기. 메인 전력 귀환을 점퍼선으로 연결 금지.,0,0
H11,케이블·접속,기본,모터 전력 하네스,2,0,세트,1,,각 드라이버 입력 2선 + 모터 출력 2선,모터2축의 하네스2세트,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,총8도체 구간이지만 m 수량은 미정. 세트당 길이·단자·방열을 별도 확정.,0,0
H12,케이블·접속,기본,DC-DC 및 5V/12V 전력 배선,,0,m,1,,컨버터·부하별 단면/색상 분리,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,12V/5V 양극을 같은 색만으로 식별하지 말고 전압 라벨 병기.,0,0
H13,케이블·접속,기본,신호용 다심 하네스,,0,m,1,,센서/드라이버별 도체 수·차폐·길이,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,B07의 20cm 점퍼 구매량과 차량 하네스 m를 혼동하지 않음.,0,0
H14,케이블·접속,기본,고전류 착탈 커넥터,,0,쌍,1,,정격·극성·축전 에너지·방수 조건,접속부 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,암/수 결합1쌍 기준. XT60/XT90 등을 실제 분기전류와 무관하게 일괄 지정하지 않음.,0,0
H15,케이블·접속,기본,링 압착 단자,,0,개,1,,케이블 단면 + 스터드 지름 일치,단자 확정 후 산출,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,M8 표기를 배터리 실측 없이 적용하지 않음. 한 케이블 양끝 중 링 단자 끝만 계수.,0,0
H16,케이블·접속,기본,페룰·핀 단자,,0,개,1,,단자대 허용 페룰 및 도체 단면,단자 확정 후 산출,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,링 단자와 같은 접속점을 중복 계수하지 않음.,0,0
H17,케이블·접속,기본,센서 잠금형 커넥터·접점,,0,세트,1,,암/수하우징·압착접점·실링 모두 포함,주행용 하네스 보완,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,브레드보드 벤치 검증 후 이전할 최종 하네스. 피치·접점수·도체 굵기별 수량 확정 필요.,0,0
H18,케이블·접속,기본,배터리 충전 포트·상대 플러그,1,0,쌍,1,,제조사 승인 충전 경로/BMS 조건,누락 보완,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,배터리 팩에 일체형이면 동봉차감. 충전퓨즈 E15와 경로 확인.,0,0
H19,케이블·접속,조향옵션,좌/우 서보 전력·신호 하네스,2,0,세트,1,,12V 고전류2선 + PWM/GND기준; 필요시 피드백,서보2개의 연결2세트,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,Dupont/JST 소형점퍼에 서보 스톨전류를 흘리지 않음. 선 색/가닥수 실모델 확인.,0,0
M01,소모품·절연,준비재료,케이블 타이,60,40,개,100,,폭/길이/난연성·내후성 결정,작업 준비량 제안,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,실장60은 견적용 준비 기준이지 CAD 산출 아님. 100개 확보 계획; 국내 판매팩 미확정.,0,0
M02,소모품·절연,준비재료,열수축 튜브 묶음,1,0,세트,1,,소선/전력선 지름; 접착식 필요 여부,작업 준비량 제안,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,정확한 절단 길이와 지름별 수량은 H09~H19 확정 후 산출.,0,0
M03,소모품·절연,준비재료,센서선 스파이럴 랩,4,2,m,2,,,작업 준비4m+가공여유2m,번들치수·출고 확인,P14,3300,https://eduino.kr/product/detail.html?product_no=5881,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,2m×3팩=6m. 전력선의 굵은 묶음에는 규격 재선정.,0,0
M04,소모품·절연,준비재료,내구성 케이블 라벨,1,0,세트,1,,전압/극성/양끝단자 ID,작업 준비량 제안,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,전기 단자194개와 라벨장수194개는 동일하지 않음. 하네스 끝 수 기준 후속 산출.,0,0
M05,소모품·절연,기본,케이블 글랜드·고무 그로밋,,0,개,1,,박스 관통홀·케이블 외경·IP조건,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,최종 박스 입출구 수가 없으므로 수량 확정 불가.,0,0
M06,소모품·절연,기본,케이블 고정 클램프·P클립,,0,개,1,,프레임 장착방법/케이블 외경,실측 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,최대 지지 간격·이동 관절을 고려한 배치 후 계수.,0,0
M07,소모품·절연,준비재료,전기 절연 테이프,1,1,롤,1,,전기용 정격 제품,작업 준비량 제안,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,압착 불량/단자 보호 커버 부재를 테이프로 대신하지 않음.,0,0
M08,소모품·절연,준비재료,납·플럭스·세척 재료,1,0,세트,1,,헤더 조립/벤치 작업용,작업 준비량 제안,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,장비/재료 보유 시 차감. 대전류 러그는 적절한 압착 공구 사용.,0,0
G01,기구·장착,기본,평판대차 기본 프레임·적재판,1,0,식,1,,하중·치수·무게중심 확정,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,기존 대차 사용 여부를 보유 수량에 입력. 가드/손잡이/캐스터 동봉 확인.,0,0
G02,기구·장착,기본,삼면 가드 프레임,1,0,식,1,,튜브 단면·재료·용접/브래킷 방식,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,3D는 시각화 치수. 파이프 절단 길이와 체결부 수는 별도 실측 필요.,0,0
G03,기구·장착,기본,접이식 손잡이,1,0,개,1,,파지 높이·잠금·힌지 지지,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G01에 포함 시 차감.,0,0
G04,기구·장착,기본,손잡이 힌지·잠금부,2,0,세트,1,,좌/우 각1; 기구 강도,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G03 세트에 포함될 경우 중복 발주 금지.,0,0
G05,기구·장착,기본,손잡이 그립,1,0,개,1,,손잡이 관경·길이,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G03에 포함 시 차감.,0,0
G06,기구·장착,기본,미끄럼방지 적재 매트,1,0,장,1,,실제 적재판 외형,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,기성 대차 표면에 이미 적용되어 있으면 차감.,0,0
G07,기구·장착,기본,후륜 구동 휠,2,0,개,1,,외경·폭·허브·허용하중,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,외관 직경 추정치를 실측값처럼 발주하지 않음.,0,0
G08,기구·장착,기본,전륜 자유회전 캐스터,2,0,개,1,,회전반경·플레이트·하중,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,기본 차동구동용. G01 포함이면 차감; 서보조향 채택 시 기구 재설계.,0,0
G09,기구·장착,기본,모터 출력 허브·커플링,2,0,세트,1,,축경/키/체결/토크 일치,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,기어모터와 구동 휠을 잇는 좌/우2세트.,0,0
G10,기구·장착,기본,모터 장착 브래킷,2,0,개,1,,모터 체결홀·차체 지지,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,절곡/가공 도면 및 볼트 부품표 별도.,0,0
G11,기구·장착,기본,구동 휠 펜더,2,0,개,1,,타이어 간섭·손 끼임 방지,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,시각화 모델 2개. 최종 형상/강성은 미확정.,0,0
G12,기구·장착,기본,배터리 보호 박스,1,0,개,1,,실제 E01 외형·통기·절연,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,108Ah 팩이 기존 3D 박스에 들어간다고 가정하지 않음.,0,0
G13,기구·장착,기본,배터리 박스 뚜껑,1,0,개,1,,G12 전용,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G12 일체형 제품이면 차감.,0,0
G14,기구·장착,기본,배터리 고정 스트랩,2,0,개,1,,관성하중·장력·내마모,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,3D 양쪽 스트랩2개. 적합 강도와 박스 체결 검증 필요.,0,0
G15,기구·장착,기본,전장 트레이/함체,1,0,개,1,,PCB·단자대 공간·통풍·서비스 간격,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,기구 결합 시 판두께와 장착홀 실측.,0,0
G16,기구·장착,기본,전장 보호 커버,1,0,개,1,,G15 대응; 전력단자 접근 방지,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G15 완제품에 포함되면 차감.,0,0
G17,기구·장착,기본,LiDAR 장착 브래킷,1,0,개,1,,C1 스캔면과 차체 가림 최소화,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,제조사 실제 체결홀로 도면 작성.,0,0
G18,기구·장착,기본,UWB 보호 하우징,2,0,개,1,,좌/우 베이스; RF 비차폐 위치,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,금속 차폐/안테나 가림 피하고 실제 보드 외형 확인.,0,0
G19,기구·장착,기본,UWB 차체 장착 브래킷,2,0,개,1,,좌/우 기준 간격 고정,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,하우징 일체형 장착부면 차감.,0,0
G20,기구·장착,기본,ToF 보호 하우징·마운트,2,0,세트,1,,하향 좌/우 시야·바닥간격,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,3D 개수2로 통합. 광학창/커버 적용 시 센서 교정 검토.,0,0
G21,기구·장착,기본,IMU 고정 브래킷,1,0,개,1,,차체 기준축에 강성 고정,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,가동 손잡이나 유연한 케이블에 고정하지 않음.,0,0
G22,기구·장착,기본,사용자 태그 케이스·스트랩,1,0,세트,1,,휴대·낙하보호·안테나,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,태그 키트에 포함 시 차감.,0,0
G23,기구·장착,기본,비상정지·재무장 조작함,1,0,개,1,,S1/S2 접근·방수·배선 인출,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,버튼과 박스 홀 지름 일치.,0,0
G24,기구·장착,기본,전면 범퍼,1,0,개,1,,차체 충격 완화·센서 가림 없음,3D 조립체 개수 / 치수 미확정,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,3D 표현 참조; 접촉식 안전장치와 동일하지 않음.,0,0
G25,기구·장착,기본,볼트·너트·와셔·스페이서,,0,개,1,,체결홀/부재두께/강도등급별 분할 산출,실물 체결표 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,시각화용 반복 볼트 메시를 구매 수량으로 세지 않음. 부품별 M2.5/M3/M6/M8 등 규격도 미확정.,0,0
G26,기구·장착,기본,프레임 코너·용접/절곡 재료,,0,식,1,,기성대차 개조 방식에 따른 도면,가공 도면 필요,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart/blob/2b4b8fea6909e4f76b4a52b02c5075c3f478097b/js/cart-model.js,G01/G02 완제품 가공 견적에 포함되면 별도 자재 발주하지 않음.,0,0
T01,공구·시험,공구,SD 카드 리더,1,0,개,1,,microSD 대응,벤치 도구,국내출고 재확인,P16,990,https://eduino.kr/product/detail.html?product_no=9423,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,메모리카드는 C12에 별도. 보유 공구이면 신규 구매0.,0,0
T02,공구·시험,공구,전류 제한 DC 실험실 전원,1,0,세트,1,,회로별 필요한 전압/전류; 초기 모듈 시험용,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T03,공구·시험,공구,디지털 멀티미터,1,0,세트,1,,DC전압·도통; 퓨즈 보호 입력,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T04,공구·시험,공구,DC 전류 클램프,1,0,세트,1,,기동전류 측정 범위/대역폭,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T05,공구·시험,공구,압착 공구·스트리퍼,1,0,세트,1,,선정 러그·페룰·접점에 맞는 다이,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T06,공구·시험,공구,인두·납땜 안전 거치대,1,0,세트,1,,헤더 조립 및 환기,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T07,공구·시험,공구,오실로스코프·차동 측정 구성,1,0,세트,1,,H브리지 접지단락 방지; 적합 정격,벤치 시험 도구,사양·조달 보류,,,,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,기존 실험실 장비 우선 사용. 카트 실장 부품으로 합산하지 않음.,0,0
T08,공구·시험,공구,22AWG 벤치 배선 여분,3,0,m,1,,빨강/검정/기타 각1m 선택,벤치 재료 제안,국내출고·옵션 확인,P15,1100,https://eduino.kr/product/detail.html?product_no=257,https://github.com/JTech-CO/Smart-Cart-Wiring/blob/3ac3f1d793caba6494d27df6f0b9ba2eee8606d5/docs/ASSEMBLY-KR.md,3m는 같은 색 3m가 아니라 색상별1m 계획. 전력배선/주행용 연선 대체 아님.,0,0
